Source{Reflex{Context{Language{Genus{DataSource
r{∅{{Nanchang{Sinitic{Unidia
ɥ{∅{_V{Nancheng{Sinitic{Unidia
ɥ{∅{_V{Nancheng{Sinitic{Unidia
ɥ{∅{._{Nancheng{Sinitic{Unidia
m{∅{._V{Nancheng{Sinitic{Unidia
r{∅{{Nancheng{Sinitic{Unidia
r{∅{{Nancheng{Sinitic{Unidia
ɦ{∅{._V[Lev]{Nanjing{Sinitic{Unidia
ɦ{∅{._V̂{Nanjing{Sinitic{Unidia
ɦ{∅{._V[Lev]{Rugao{Sinitic{Unidia
ɦ{∅{._V[Lev]{Rugao{Sinitic{Unidia
ɦ{∅{._V[Ent]{Rugao{Sinitic{Unidia
k̚{∅{.C+[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Lab]_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Lab] OR +[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Alv] OR +[P-Alv] OR +[P-Alv]ʲ__.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Alv] OR +[P-Alv] OR +[P-Alv]ʲ_.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Vel] OR ∅ OR t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR ɕ OR ʑ OR{Middle Chinese{Sinitic{Unidia
k̚{∅{.t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR ɕ OR ʑ OR n̠ʲ_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Lab] OR +[Vel] OR ∅ OR t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR ɕ{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Lab] OR +[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Lab]_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C OR ∅_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Lab] OR +[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C OR ∅_.{Middle Chinese{Sinitic{Unidia
k̚{∅{.t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR ɕ OR ʑ OR n̠ʲ_.{Middle Chinese{Sinitic{Unidia
k̚{∅{.t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR ɕ OR ʑ OR n̠ʲ__.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Vel] OR ∅ OR t͡s OR t͡sʰ OR d͡zʰ OR s OR z OR t̠͡ʃ OR t̠͡ʃʰ OR d̠͡ʒʰ OR ʃ_.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Lab] OR +[Vel] OR ∅ OR t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR{Middle Chinese{Sinitic{Unidia
t̚{∅{.t OR tʰ OR d OR dʰ OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR ɕ OR ʑ OR n̠ʲ OR n OR l_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Vel] OR ∅ OR t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR ɕ OR ʑ{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Alv] OR +[P-Alv] OR +[P-Alv]ʲ__.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Lab] OR +[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C OR ∅_.{Middle Chinese{Sinitic{Unidia
t̚{∅{.C+[Vel] OR ∅_.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Alv] OR +[P-Alv] OR +[P-Alv]ʲ OR +[Vel] OR ∅__.{Middle Chinese{Sinitic{Unidia
k̚{∅{.C+[Lab] OR +[Vel] OR ∅ OR t OR tʰ OR d OR dʰ OR n OR l OR t̠ʲ OR t̠ʰʲ OR d̠ʰʲ OR{Middle Chinese{Sinitic{Unidia
